Time,Day,Junction,RoadType,Weather,CarCount,BikeCount,BusCount,TruckCount,Total,IsHoliday,Traffic
02:15:00,Thursday,J3,Residential,Rainy,69,42,7,9,127,1,Medium
11:45:00,Wednesday,J1,City,Rainy,63,39,4,9,115,0,Medium
12:15:00,Wednesday,J3,Highway,Rainy,53,15,4,3,75,0,Low
00:30:00,Wednesday,J2,Highway,Sunny,16,3,1,2,22,0,Low
20:45:00,Saturday,J3,Residential,Sunny,84,36,8,11,139,0,Medium
11:30:00,Friday,J2,Residential,Cloudy,52,27,8,5,92,1,Medium
00:15:00,Thursday,J2,Residential,Sunny,70,30,1,4,105,1,Medium
19:45:00,Tuesday,J2,City,Cloudy,154,68,12,14,248,1,High
01:45:00,Thursday,J4,City,Sunny,69,19,5,5,98,0,Medium
20:45:00,Saturday,J2,City,Cloudy,121,56,11,9,197,0,High
20:15:00,Tuesday,J4,Residential,Sunny,133,54,7,12,206,1,High
07:15:00,Friday,J3,Highway,Sunny,107,61,14,11,193,1,High
16:30:00,Thursday,J3,Highway,Sunny,65,25,5,6,101,1,Medium
21:00:00,Saturday,J1,Residential,Cloudy,68,25,6,4,103,1,Medium
13:00:00,Wednesday,J2,Highway,Sunny,18,6,4,1,29,0,Low
12:00:00,Saturday,J4,Highway,Sunny,70,37,5,7,119,1,Medium
01:00:00,Wednesday,J3,City,Rainy,103,53,14,9,179,1,High
12:45:00,Thursday,J1,Highway,Rainy,61,24,9,6,100,1,Medium
17:45:00,Tuesday,J3,Residential,Cloudy,119,60,11,9,199,1,High
03:15:00,Tuesday,J2,City,Rainy,75,37,6,6,124,0,Medium
06:15:00,Sunday,J3,City,Rainy,103,53,14,14,184,1,High
22:45:00,Wednesday,J1,Residential,Cloudy,73,29,3,7,112,1,Medium
19:45:00,Saturday,J1,Highway,Rainy,103,58,4,9,174,0,High
04:15:00,Monday,J3,Highway,Sunny,74,32,8,8,122,1,Medium
06:30:00,Thursday,J3,Residential,Cloudy,68,33,8,4,113,1,Medium
01:15:00,Tuesday,J2,City,Cloudy,86,49,7,8,150,1,High
12:15:00,Tuesday,J1,Residential,Sunny,1,10,1,1,13,0,Low
22:30:00,Saturday,J1,City,Sunny,103,48,12,11,174,1,High
04:15:00,Friday,J1,Residential,Rainy,37,16,4,5,62,0,Low
03:45:00,Saturday,J2,Highway,Cloudy,20,8,3,0,31,0,Low
11:15:00,Friday,J4,Residential,Rainy,47,15,4,3,69,0,Low
05:30:00,Wednesday,J1,Highway,Cloudy,52,27,6,8,93,1,Medium
06:00:00,Sunday,J3,Highway,Cloudy,61,23,7,3,94,1,Medium
21:30:00,Friday,J2,Highway,Cloudy,59,25,1,6,91,1,Medium
22:45:00,Tuesday,J3,Highway,Cloudy,29,3,1,2,35,0,Low
09:30:00,Monday,J2,Residential,Sunny,114,63,9,13,199,1,High
06:30:00,Tuesday,J4,City,Sunny,45,27,7,5,84,0,Medium
12:45:00,Monday,J4,Residential,Sunny,31,1,1,0,33,0,Low
19:00:00,Wednesday,J1,Residential,Rainy,106,52,9,11,178,0,High
01:00:00,Monday,J2,Residential,Rainy,47,24,2,4,77,0,Low
20:45:00,Friday,J1,City,Rainy,136,57,11,13,217,0,High
05:45:00,Saturday,J1,Residential,Cloudy,24,6,3,1,34,0,Low
03:15:00,Thursday,J3,City,Cloudy,31,25,3,7,66,0,Low
17:45:00,Sunday,J4,Residential,Rainy,102,48,8,12,170,0,High
08:45:00,Friday,J2,Residential,Cloudy,83,42,8,7,140,0,Medium
02:00:00,Wednesday,J3,City,Sunny,56,26,7,4,93,0,Medium
08:30:00,Wednesday,J3,City,Rainy,143,60,12,14,229,0,High
08:15:00,Saturday,J1,Residential,Cloudy,75,34,8,5,122,0,Medium
03:00:00,Thursday,J2,Residential,Cloudy,56,23,9,9,97,1,Medium
12:45:00,Thursday,J4,City,Cloudy,50,24,3,2,79,0,Low
18:15:00,Saturday,J2,City,Sunny,110,53,7,9,179,0,High
12:30:00,Sunday,J3,Residential,Cloudy,73,24,6,6,109,1,Medium
06:15:00,Tuesday,J4,Highway,Sunny,63,27,8,7,105,1,Medium
01:45:00,Sunday,J3,Residential,Rainy,84,43,8,9,144,1,Medium
02:15:00,Sunday,J2,City,Sunny,101,47,5,10,163,1,High
05:30:00,Friday,J3,Highway,Sunny,64,28,4,7,103,1,Medium
04:30:00,Saturday,J1,Residential,Rainy,55,16,3,5,79,0,Low
02:00:00,Sunday,J2,Highway,Sunny,76,36,3,6,121,1,Medium
12:45:00,Monday,J3,Highway,Rainy,41,18,5,3,67,0,Low
13:15:00,Monday,J3,City,Cloudy,42,20,6,1,69,0,Low
17:30:00,Friday,J3,City,Sunny,161,80,12,15,268,1,High
19:45:00,Wednesday,J4,Residential,Cloudy,74,40,10,11,135,0,Medium
05:45:00,Monday,J2,Residential,Sunny,6,7,4,2,19,0,Low
23:30:00,Friday,J2,Residential,Rainy,72,39,5,5,121,1,Medium
13:45:00,Tuesday,J1,Highway,Rainy,27,22,3,5,57,0,Low
12:15:00,Wednesday,J2,Residential,Sunny,26,12,0,3,41,0,Low
08:30:00,Thursday,J4,Highway,Cloudy,129,62,11,14,216,1,High
22:45:00,Saturday,J3,Residential,Rainy,87,43,12,4,146,1,Medium
01:45:00,Sunday,J4,Residential,Sunny,50,17,8,5,80,1,Medium
11:45:00,Thursday,J2,City,Rainy,73,35,5,7,120,0,Medium
22:15:00,Sunday,J1,Residential,Cloudy,55,31,8,4,98,1,Medium
08:15:00,Wednesday,J4,Residential,Rainy,87,51,10,11,159,0,High
08:45:00,Saturday,J1,City,Rainy,168,86,17,17,288,1,High
12:45:00,Saturday,J2,Highway,Sunny,63,29,6,6,104,1,Medium
15:15:00,Saturday,J4,Highway,Sunny,52,32,7,7,98,1,Medium
22:15:00,Wednesday,J3,Highway,Cloudy,9,5,2,5,21,0,Low
14:15:00,Saturday,J3,Highway,Sunny,55,34,6,6,101,1,Medium
13:00:00,Tuesday,J2,City,Sunny,46,20,6,4,76,0,Low
12:30:00,Monday,J3,Residential,Cloudy,17,2,0,0,19,0,Low
15:15:00,Friday,J4,Residential,Rainy,92,32,6,4,134,1,Medium
22:45:00,Sunday,J4,Highway,Cloudy,70,33,7,2,112,1,Medium
02:45:00,Saturday,J2,Residential,Rainy,37,18,1,3,59,0,Low
14:00:00,Sunday,J2,City,Rainy,72,33,8,8,121,0,Medium
14:30:00,Wednesday,J3,Residential,Cloudy,9,10,0,1,20,0,Low
23:15:00,Tuesday,J1,Highway,Sunny,19,5,2,3,29,0,Low
12:15:00,Saturday,J1,City,Sunny,56,13,5,6,80,0,Medium
00:45:00,Wednesday,J3,City,Sunny,99,44,5,9,157,1,High
02:45:00,Monday,J3,Residential,Sunny,26,11,1,0,38,0,Low
13:00:00,Saturday,J4,Highway,Rainy,48,19,4,6,77,0,Low
19:30:00,Friday,J3,Residential,Rainy,101,39,12,12,164,0,High
17:30:00,Wednesday,J3,Highway,Rainy,159,73,12,15,259,1,High
05:15:00,Friday,J2,Highway,Cloudy,65,18,6,7,96,1,Medium
19:15:00,Saturday,J4,City,Sunny,118,53,11,12,194,0,High
04:00:00,Saturday,J3,Highway,Rainy,45,25,4,7,81,0,Medium
23:45:00,Tuesday,J3,Residential,Cloudy,60,22,4,5,91,1,Medium
13:00:00,Thursday,J4,Residential,Sunny,0,2,0,0,2,0,Low
17:45:00,Monday,J1,Highway,Cloudy,73,39,8,7,127,0,Medium
09:30:00,Wednesday,J2,City,Cloudy,145,76,13,15,249,1,High
03:45:00,Friday,J2,Highway,Sunny,49,29,5,4,87,1,Medium
06:45:00,Monday,J2,Residential,Rainy,42,22,3,3,70,0,Low
18:15:00,Friday,J4,Residential,Rainy,140,66,13,11,230,1,High
08:30:00,Saturday,J1,Residential,Sunny,68,44,9,7,128,0,Medium
09:45:00,Friday,J4,City,Cloudy,119,65,12,12,208,0,High
15:15:00,Monday,J1,Residential,Cloudy,46,30,6,3,85,1,Medium
13:15:00,Monday,J1,Residential,Rainy,58,19,3,4,84,0,Medium
08:45:00,Tuesday,J4,Residential,Sunny,56,39,7,5,107,0,Medium
23:00:00,Thursday,J1,Residential,Rainy,76,41,8,3,128,1,Medium
04:00:00,Monday,J2,City,Cloudy,96,43,7,10,156,1,High
03:15:00,Thursday,J4,City,Rainy,65,44,7,5,121,0,Medium
21:30:00,Monday,J3,Residential,Rainy,90,40,9,10,149,1,Medium
17:30:00,Tuesday,J3,Highway,Rainy,138,78,14,13,243,1,High
18:30:00,Thursday,J3,Residential,Cloudy,111,61,11,11,194,1,High
23:45:00,Tuesday,J1,Highway,Cloudy,57,43,4,6,110,1,Medium
08:00:00,Monday,J3,City,Cloudy,112,48,12,14,186,0,High
03:45:00,Saturday,J2,Highway,Rainy,72,43,8,7,130,1,Medium
10:15:00,Saturday,J1,Residential,Rainy,85,51,5,8,149,0,Medium
05:00:00,Friday,J2,Highway,Sunny,14,19,3,3,39,0,Low
02:30:00,Thursday,J3,Residential,Sunny,71,33,7,8,119,1,Medium
14:45:00,Wednesday,J3,City,Cloudy,88,48,6,12,154,1,High
11:45:00,Tuesday,J4,City,Sunny,80,45,7,5,137,1,Medium
01:30:00,Wednesday,J4,Residential,Cloudy,65,34,7,2,108,1,Medium
03:00:00,Monday,J2,City,Sunny,89,41,9,7,146,1,Medium
17:30:00,Thursday,J3,City,Sunny,107,63,9,11,190,0,High
06:45:00,Thursday,J1,City,Rainy,88,54,10,13,165,1,High
14:45:00,Sunday,J2,Highway,Rainy,75,45,4,7,131,1,Medium
08:00:00,Sunday,J1,Highway,Cloudy,78,38,4,5,125,0,Medium
00:30:00,Thursday,J1,Highway,Sunny,7,10,0,3,20,0,Low
17:15:00,Tuesday,J3,Highway,Sunny,114,69,12,11,206,1,High
06:00:00,Friday,J2,Residential,Rainy,84,30,8,7,129,1,Medium
23:00:00,Thursday,J1,City,Cloudy,64,29,5,5,103,0,Medium
08:00:00,Monday,J1,City,Cloudy,101,59,11,12,183,0,High
02:15:00,Sunday,J1,Residential,Rainy,25,26,7,2,60,0,Low
02:15:00,Friday,J4,Highway,Sunny,28,4,3,1,36,0,Low
16:45:00,Friday,J1,Highway,Cloudy,81,35,2,5,123,1,Medium
06:00:00,Sunday,J2,Residential,Cloudy,24,12,0,0,36,0,Low
03:30:00,Friday,J4,Highway,Cloudy,61,29,5,6,101,1,Medium
14:45:00,Sunday,J3,Residential,Sunny,58,30,5,5,98,1,Medium
10:15:00,Monday,J2,Residential,Rainy,116,56,12,14,198,1,High
20:30:00,Monday,J4,Highway,Sunny,95,60,13,10,178,1,High
15:30:00,Monday,J2,City,Cloudy,80,41,6,7,134,1,Medium
20:15:00,Sunday,J1,Highway,Sunny,114,60,8,8,190,1,High
21:30:00,Saturday,J4,Residential,Cloudy,52,35,9,5,101,1,Medium
02:30:00,Tuesday,J2,Residential,Rainy,99,34,11,8,152,1,High
07:45:00,Wednesday,J1,Residential,Cloudy,76,44,7,8,135,0,Medium
17:45:00,Friday,J4,Highway,Sunny,77,42,9,5,133,0,Medium
00:00:00,Sunday,J2,Residential,Sunny,75,26,6,2,109,1,Medium
07:00:00,Sunday,J4,City,Rainy,143,62,12,11,228,0,High
02:00:00,Monday,J2,City,Sunny,52,22,3,3,80,0,Medium
01:45:00,Friday,J1,Residential,Cloudy,25,10,0,0,35,0,Low
03:45:00,Monday,J3,City,Cloudy,95,42,11,8,156,1,High
03:45:00,Monday,J1,City,Cloudy,81,42,12,12,147,1,Medium
04:00:00,Wednesday,J2,City,Rainy,78,29,8,4,119,0,Medium
19:45:00,Saturday,J1,Highway,Sunny,89,35,7,7,138,0,Medium
07:15:00,Sunday,J2,Residential,Rainy,132,79,17,11,239,1,High
11:30:00,Friday,J2,City,Sunny,102,44,11,7,164,1,High
13:30:00,Thursday,J1,Highway,Cloudy,73,42,5,9,129,1,Medium
14:30:00,Monday,J3,Highway,Cloudy,1,19,0,0,20,0,Low
05:00:00,Wednesday,J4,City,Sunny,87,36,9,9,141,1,Medium
09:15:00,Saturday,J1,City,Rainy,126,62,12,11,211,0,High
11:30:00,Tuesday,J2,Residential,Sunny,34,9,3,2,48,0,Low
08:45:00,Thursday,J4,City,Sunny,98,57,11,9,175,0,High
11:00:00,Thursday,J3,Highway,Rainy,71,37,5,6,119,1,Medium
15:45:00,Tuesday,J3,Residential,Sunny,24,9,5,1,39,0,Low
15:15:00,Sunday,J2,City,Cloudy,56,24,5,3,88,0,Medium
02:45:00,Monday,J2,City,Sunny,35,35,6,6,82,0,Medium
02:15:00,Saturday,J1,Highway,Cloudy,27,10,2,5,44,0,Low
02:45:00,Thursday,J3,Highway,Rainy,72,45,10,9,136,1,Medium
23:00:00,Saturday,J4,City,Rainy,101,57,9,9,176,1,High
15:00:00,Sunday,J4,City,Sunny,63,22,6,7,98,0,Medium
07:15:00,Friday,J4,City,Cloudy,95,58,9,9,171,0,High
11:00:00,Sunday,J4,Residential,Cloudy,56,35,1,4,96,1,Medium
13:45:00,Sunday,J2,Residential,Sunny,27,7,2,1,37,0,Low
17:00:00,Wednesday,J3,City,Sunny,104,47,10,12,173,0,High
07:00:00,Wednesday,J3,Residential,Cloudy,61,39,7,6,113,0,Medium
13:00:00,Monday,J4,Residential,Rainy,44,12,1,5,62,0,Low
19:30:00,Thursday,J2,Residential,Rainy,113,49,8,12,182,0,High
11:30:00,Monday,J3,Residential,Rainy,32,23,5,3,63,0,Low
11:30:00,Thursday,J1,Residential,Rainy,24,10,5,4,43,0,Low
20:45:00,Wednesday,J1,City,Sunny,89,55,10,10,164,0,High
00:30:00,Wednesday,J4,Highway,Sunny,46,38,7,4,95,1,Medium
19:45:00,Monday,J4,City,Sunny,91,56,10,6,163,0,High
19:00:00,Friday,J1,Residential,Cloudy,108,58,10,8,184,1,High
17:30:00,Tuesday,J2,Highway,Cloudy,92,42,9,6,149,0,Medium
20:30:00,Saturday,J3,Highway,Sunny,81,37,9,6,133,0,Medium
11:15:00,Saturday,J1,City,Cloudy,41,15,2,3,61,0,Low
04:30:00,Sunday,J3,Highway,Sunny,57,27,9,4,97,1,Medium
23:15:00,Saturday,J3,Highway,Cloudy,59,27,6,6,98,1,Medium
04:45:00,Wednesday,J2,City,Rainy,120,50,9,13,192,1,High
01:45:00,Sunday,J4,Highway,Cloudy,57,35,3,0,95,1,Medium
13:45:00,Wednesday,J4,City,Sunny,89,47,7,8,151,1,High
16:15:00,Thursday,J4,Highway,Sunny,62,25,6,1,94,1,Medium
09:45:00,Monday,J1,City,Cloudy,108,49,10,11,178,0,High
20:45:00,Thursday,J3,City,Sunny,173,69,16,11,269,1,High
14:30:00,Friday,J1,Highway,Rainy,48,15,3,1,67,0,Low
20:00:00,Monday,J2,Highway,Sunny,124,70,11,10,215,1,High
02:30:00,Friday,J2,City,Cloudy,101,51,7,7,166,1,High
08:15:00,Tuesday,J2,Highway,Sunny,79,34,9,10,132,0,Medium
06:15:00,Friday,J2,City,Rainy,116,57,10,10,193,1,High
07:45:00,Thursday,J3,City,Cloudy,148,73,13,15,249,1,High
05:45:00,Sunday,J3,Residential,Sunny,23,1,0,2,26,0,Low
01:00:00,Thursday,J2,Residential,Rainy,81,50,6,7,144,1,Medium
05:00:00,Friday,J1,Highway,Sunny,71,40,3,5,119,1,Medium
14:00:00,Sunday,J3,Residential,Cloudy,57,24,10,5,96,1,Medium
22:30:00,Friday,J2,Residential,Cloudy,53,24,3,6,86,1,Medium
16:45:00,Saturday,J1,City,Rainy,79,35,4,7,125,0,Medium
11:00:00,Friday,J4,Residential,Rainy,33,24,1,3,61,0,Low
14:00:00,Thursday,J1,Highway,Rainy,32,33,6,5,76,0,Low
16:00:00,Sunday,J2,City,Cloudy,26,31,4,5,66,0,Low
05:00:00,Monday,J4,Residential,Sunny,64,30,3,1,98,1,Medium
22:00:00,Monday,J1,Residential,Rainy,82,41,5,7,135,1,Medium
04:15:00,Sunday,J4,City,Cloudy,38,24,5,4,71,0,Low
22:30:00,Monday,J1,City,Sunny,106,50,6,8,170,1,High
05:15:00,Friday,J3,Residential,Cloudy,77,38,8,1,124,1,Medium
14:00:00,Tuesday,J2,City,Rainy,114,62,11,13,200,1,High
20:15:00,Monday,J1,City,Rainy,166,85,17,17,285,1,High
05:15:00,Thursday,J4,Highway,Rainy,40,22,2,4,68,0,Low
15:00:00,Tuesday,J4,City,Rainy,60,28,8,5,101,0,Medium
18:15:00,Friday,J1,Residential,Cloudy,128,66,14,10,218,1,High
06:00:00,Thursday,J4,City,Sunny,46,20,3,6,75,0,Low
18:30:00,Sunday,J2,City,Cloudy,119,61,8,11,199,0,High
18:45:00,Wednesday,J2,City,Cloudy,161,69,16,15,261,1,High
18:00:00,Tuesday,J1,City,Rainy,149,83,16,16,264,1,High
05:00:00,Saturday,J4,Highway,Cloudy,24,1,0,5,30,0,Low
09:00:00,Monday,J1,City,Rainy,137,60,10,14,221,0,High
17:30:00,Friday,J3,City,Sunny,167,81,15,14,277,1,High
18:15:00,Wednesday,J2,Highway,Cloudy,127,61,10,14,212,1,High
10:30:00,Thursday,J2,Highway,Cloudy,134,56,14,10,214,1,High
03:00:00,Sunday,J1,Residential,Cloudy,48,30,4,6,88,1,Medium
16:15:00,Sunday,J4,Residential,Rainy,76,41,9,10,136,1,Medium
19:30:00,Friday,J3,Residential,Cloudy,82,36,6,9,133,0,Medium
16:15:00,Wednesday,J2,City,Cloudy,47,23,9,2,81,0,Medium
19:30:00,Thursday,J2,City,Sunny,154,74,17,13,258,1,High
20:00:00,Wednesday,J1,City,Rainy,127,59,11,13,210,0,High
08:15:00,Friday,J1,City,Sunny,161,70,13,15,259,1,High
08:45:00,Thursday,J2,City,Sunny,120,59,10,9,198,0,High
17:00:00,Wednesday,J1,City,Cloudy,110,53,12,11,186,0,High
20:00:00,Wednesday,J2,City,Cloudy,152,69,13,12,246,1,High
07:00:00,Friday,J3,Residential,Cloudy,75,36,9,7,127,0,Medium
13:45:00,Saturday,J3,Highway,Sunny,27,9,3,2,41,0,Low
17:00:00,Tuesday,J1,City,Sunny,115,49,12,10,186,0,High
08:30:00,Friday,J4,Residential,Cloudy,123,56,11,13,203,1,High
23:00:00,Tuesday,J4,Residential,Rainy,75,31,6,10,122,1,Medium
03:15:00,Wednesday,J3,Highway,Rainy,47,27,3,3,80,0,Medium
01:00:00,Monday,J3,Highway,Sunny,62,34,6,6,108,1,Medium
10:45:00,Sunday,J3,City,Rainy,169,95,14,18,296,1,High
04:45:00,Friday,J2,City,Sunny,49,14,4,5,72,0,Low
03:45:00,Saturday,J1,Residential,Rainy,38,23,4,3,68,0,Low
06:30:00,Monday,J3,Residential,Sunny,35,36,6,7,84,1,Medium
21:00:00,Tuesday,J4,City,Rainy,110,60,12,12,194,1,High
18:15:00,Saturday,J3,Highway,Rainy,98,48,10,10,166,0,High
02:30:00,Monday,J2,Highway,Sunny,55,31,6,0,92,1,Medium
01:45:00,Sunday,J3,City,Sunny,71,45,8,10,134,1,Medium
11:00:00,Monday,J3,Residential,Sunny,23,13,2,6,44,0,Low
12:30:00,Tuesday,J2,Residential,Rainy,31,34,0,3,68,0,Low
17:15:00,Saturday,J1,Highway,Sunny,107,56,11,8,182,1,High
03:15:00,Wednesday,J2,Highway,Cloudy,9,5,4,0,18,0,Low
12:30:00,Friday,J2,Highway,Sunny,71,24,6,6,107,1,Medium
17:30:00,Tuesday,J2,City,Sunny,136,71,13,12,232,1,High
05:30:00,Monday,J3,Residential,Cloudy,3,2,0,0,5,0,Low
00:15:00,Sunday,J3,Residential,Sunny,1,2,0,0,3,0,Low
18:45:00,Monday,J2,Residential,Rainy,153,71,17,13,254,1,High
05:00:00,Tuesday,J1,Highway,Rainy,85,38,9,9,141,1,Medium
19:00:00,Wednesday,J3,Highway,Cloudy,75,44,4,6,129,0,Medium
10:00:00,Sunday,J1,Highway,Cloudy,67,33,7,11,118,0,Medium
10:15:00,Sunday,J2,Residential,Cloudy,113,58,13,11,195,1,High
09:00:00,Wednesday,J2,Highway,Sunny,139,53,11,14,217,1,High
20:45:00,Thursday,J2,Highway,Cloudy,117,56,10,14,197,1,High
19:30:00,Wednesday,J3,Residential,Cloudy,112,58,11,17,198,1,High
08:30:00,Saturday,J2,Highway,Sunny,120,64,12,13,209,1,High
03:30:00,Tuesday,J2,City,Cloudy,42,23,1,1,67,0,Low
11:15:00,Friday,J1,City,Sunny,51,32,3,6,92,0,Medium
13:15:00,Thursday,J2,City,Rainy,127,52,10,10,199,1,High
08:30:00,Tuesday,J3,Highway,Sunny,111,64,13,12,200,1,High
09:00:00,Monday,J2,Residential,Cloudy,114,71,14,10,209,1,High
11:30:00,Thursday,J2,Residential,Cloudy,6,8,1,6,21,0,Low
06:15:00,Wednesday,J1,Highway,Cloudy,22,2,3,0,27,0,Low
04:15:00,Friday,J3,City,Cloudy,38,18,4,3,63,0,Low
23:15:00,Saturday,J2,Highway,Cloudy,14,9,0,1,24,0,Low
07:15:00,Monday,J3,City,Rainy,158,80,14,19,271,1,High
00:30:00,Thursday,J4,Residential,Sunny,8,23,2,3,36,0,Low
02:00:00,Tuesday,J4,Residential,Rainy,44,21,7,0,72,0,Low
05:15:00,Tuesday,J4,Highway,Sunny,48,32,8,8,96,1,Medium
06:45:00,Friday,J3,Residential,Sunny,33,4,4,0,41,0,Low
23:30:00,Saturday,J1,Residential,Sunny,71,37,8,2,118,1,Medium
12:15:00,Friday,J3,City,Cloudy,49,17,4,4,74,0,Low
00:45:00,Thursday,J2,Highway,Rainy,92,36,10,8,146,1,Medium
06:30:00,Wednesday,J4,City,Rainy,52,32,7,5,96,0,Medium
02:45:00,Friday,J1,Residential,Sunny,69,23,4,11,107,1,Medium
03:00:00,Tuesday,J1,City,Rainy,63,40,6,9,118,0,Medium
23:15:00,Thursday,J3,Residential,Sunny,15,21,1,3,40,0,Low
05:30:00,Thursday,J4,Residential,Sunny,53,35,4,8,100,1,Medium
19:45:00,Monday,J4,City,Sunny,151,68,14,13,246,1,High
14:00:00,Thursday,J3,Highway,Sunny,26,15,3,0,44,0,Low
06:30:00,Sunday,J3,Highway,Rainy,80,37,9,7,133,1,Medium
10:00:00,Sunday,J1,Highway,Cloudy,110,61,12,15,198,1,High
22:45:00,Thursday,J2,City,Sunny,85,39,11,10,145,1,Medium
19:45:00,Wednesday,J4,City,Sunny,101,64,11,10,186,0,High
18:15:00,Wednesday,J4,Residential,Rainy,97,47,11,9,164,0,High
08:00:00,Tuesday,J4,Residential,Cloudy,60,45,6,7,118,0,Medium
05:00:00,Monday,J2,Highway,Cloudy,48,19,5,6,78,1,Low
19:30:00,Tuesday,J1,Residential,Sunny,122,57,12,13,204,1,High
01:00:00,Tuesday,J2,Highway,Rainy,70,43,7,8,128,1,Medium
00:45:00,Saturday,J3,Residential,Sunny,23,7,3,0,33,0,Low
01:30:00,Saturday,J1,Residential,Sunny,23,12,1,6,42,0,Low
18:00:00,Friday,J2,Highway,Rainy,112,43,9,11,175,0,High
17:00:00,Monday,J3,Residential,Cloudy,121,69,14,11,215,1,High
03:30:00,Monday,J1,Residential,Rainy,25,22,8,6,61,0,Low
02:00:00,Friday,J2,Residential,Rainy,73,45,6,8,132,1,Medium
13:30:00,Thursday,J2,Highway,Rainy,40,25,3,3,71,0,Low
07:45:00,Monday,J1,Residential,Cloudy,94,44,11,8,157,0,High
22:45:00,Saturday,J3,Highway,Cloudy,27,1,5,0,33,0,Low
17:45:00,Sunday,J1,Highway,Rainy,145,62,13,14,234,1,High
09:45:00,Wednesday,J2,Highway,Rainy,143,73,14,13,243,1,High
09:45:00,Thursday,J3,Highway,Sunny,125,52,10,14,201,1,High
16:15:00,Monday,J1,City,Cloudy,94,42,10,7,153,1,High
05:00:00,Thursday,J4,City,Rainy,108,51,9,10,178,1,High
11:30:00,Friday,J3,Residential,Cloudy,22,4,2,2,30,0,Low
06:00:00,Tuesday,J2,Residential,Rainy,61,25,4,3,93,0,Medium
00:00:00,Saturday,J1,Residential,Cloudy,12,11,0,0,23,0,Low
21:30:00,Thursday,J1,Highway,Rainy,85,37,10,9,141,1,Medium
02:30:00,Wednesday,J4,City,Cloudy,55,18,4,3,80,0,Medium
04:00:00,Friday,J2,City,Rainy,78,30,5,4,117,0,Medium
13:30:00,Sunday,J1,Residential,Rainy,46,22,1,1,70,0,Low
05:30:00,Wednesday,J2,Residential,Sunny,18,4,3,4,29,0,Low
05:30:00,Saturday,J4,City,Cloudy,94,38,11,5,148,1,Medium
19:15:00,Wednesday,J2,Residential,Cloudy,82,39,11,6,138,0,Medium
00:30:00,Thursday,J4,Residential,Cloudy,28,10,0,1,39,0,Low
06:45:00,Friday,J4,Residential,Rainy,86,36,7,6,135,1,Medium
16:15:00,Monday,J3,Residential,Cloudy,19,8,4,0,31,0,Low
10:15:00,Sunday,J2,City,Sunny,142,78,12,12,244,1,High
15:00:00,Wednesday,J3,Residential,Cloudy,48,36,7,2,93,1,Medium
01:15:00,Wednesday,J3,Residential,Rainy,72,48,10,8,138,1,Medium
18:00:00,Saturday,J2,Residential,Rainy,99,46,9,7,161,0,High
04:45:00,Tuesday,J1,Residential,Sunny,14,9,0,2,25,0,Low
12:30:00,Tuesday,J3,Highway,Cloudy,47,29,6,4,86,1,Medium
08:15:00,Sunday,J1,Residential,Sunny,66,39,6,9,120,0,Medium
18:45:00,Friday,J4,Residential,Sunny,124,65,8,13,210,1,High
17:00:00,Tuesday,J3,Residential,Rainy,89,53,7,12,161,0,High
17:00:00,Wednesday,J4,Highway,Cloudy,124,63,10,12,209,1,High
15:30:00,Wednesday,J3,City,Rainy,109,51,13,9,182,1,High
19:15:00,Thursday,J1,Highway,Rainy,108,65,10,9,192,0,High
17:45:00,Wednesday,J4,Highway,Sunny,70,35,9,7,121,0,Medium
11:30:00,Thursday,J3,City,Cloudy,47,26,5,6,84,0,Medium
16:00:00,Saturday,J2,City,Cloudy,89,49,7,9,154,1,High
00:00:00,Saturday,J4,Highway,Rainy,37,18,2,1,58,0,Low
22:00:00,Wednesday,J2,Highway,Rainy,37,21,4,1,63,0,Low
07:00:00,Thursday,J2,Residential,Cloudy,125,59,12,11,207,1,High
10:45:00,Sunday,J4,Residential,Cloudy,68,33,11,8,120,0,Medium
02:45:00,Saturday,J2,City,Sunny,45,32,4,6,87,0,Medium
05:15:00,Saturday,J4,Residential,Cloudy,68,24,5,3,100,1,Medium
05:45:00,Sunday,J3,City,Cloudy,109,52,8,9,178,1,High
19:30:00,Wednesday,J3,Highway,Sunny,116,62,12,14,204,1,High
21:00:00,Saturday,J4,City,Rainy,107,64,12,6,189,1,High
22:15:00,Tuesday,J1,Highway,Cloudy,25,18,2,1,46,0,Low
04:45:00,Thursday,J4,City,Cloudy,95,43,10,10,158,1,High
16:15:00,Saturday,J4,Residential,Sunny,50,26,8,4,88,1,Medium
06:30:00,Friday,J4,Residential,Sunny,57,24,7,6,94,1,Medium
06:30:00,Thursday,J3,City,Cloudy,73,26,8,4,111,0,Medium
00:45:00,Wednesday,J4,Residential,Rainy,80,43,7,5,135,1,Medium
01:15:00,Thursday,J2,City,Cloudy,94,48,9,10,161,1,High
23:15:00,Tuesday,J1,Highway,Cloudy,7,10,2,5,24,0,Low
22:30:00,Tuesday,J4,Residential,Cloudy,50,34,5,2,91,1,Medium
02:00:00,Friday,J1,Residential,Rainy,52,24,2,4,82,0,Medium
03:45:00,Saturday,J1,Residential,Rainy,86,29,7,9,131,1,Medium
05:30:00,Saturday,J2,Residential,Cloudy,34,1,4,0,39,0,Low
21:00:00,Monday,J3,City,Cloudy,69,25,4,2,100,0,Medium
20:15:00,Tuesday,J2,City,Cloudy,111,46,11,9,177,0,High
17:30:00,Tuesday,J2,Highway,Sunny,84,37,7,9,137,0,Medium
09:45:00,Monday,J3,Highway,Rainy,112,43,3,10,168,0,High
